Matches,Year,Season ,City,Date,Match_type,Player_of_match,Venue,Home Team,Visiting Team,Toss_winner,Toss_decision,Match Winner,Home/Away Result,Won By,Result_margin,Winning Margin Category,Target_Runs,Target_overs,Super_over,Result Method
20,2013,Season 6,Chandigarh,16-04-2013,League,MS Gony,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Punjab Kings,Home Win,Runs,4,Close Match,158,20,No,Normal
21,2013,Season 6,Bengaluru,16-04-2013,League,V Kohli,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Home Win,Tie,0,Other,153,20,Yes,Normal
22,2013,Season 6,Pune,17-04-2013,League,A Mishra,Maharashtra Cricket Association Stadium,Pune Warriors,Sunrisers Hyderabad,Pune Warriors,Fielding,Sunrisers Hyderabad,Away Win,Runs,11,Moderate Win,120,20,No,Normal
23,2013,Season 6,Jaipur,17-04-2013,League,AM Rahane,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Bating,Rajasthan Royals,Home Win,Runs,87,Dominating Win,180,20,No,Normal
24,2013,Season 6,Delhi,18-04-2013,League,MEK Hussey,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Bating,Chennai Super Kings,Away Win,Runs,86,Dominating Win,170,20,No,Normal
25,2013,Season 6,Hyderabad,19-04-2013,League,GH Vihari,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Bating,Sunrisers Hyderabad,Home Win,wickets,5,Moderate Win,124,20,No,Normal
26,2013,Season 6,Kolkata,20-04-2013,League,RA Jadeja,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bating,Chennai Super Kings,Away Win,wickets,4,Moderate Win,120,20,No,Normal
27,2013,Season 6,Bengaluru,20-04-2013,League,R Vinay Kumar,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Home Win,wickets,7,Dominating Win,118,20,No,Normal
28,2013,Season 6,Delhi,21-04-2013,League,V Sehwag,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Mumbai Indians,Mumbai Indians,Bating,Delhi Capitals,Home Win,wickets,9,Dominating Win,162,20,No,Normal
29,2013,Season 6,Chandigarh,21-04-2013,League,DA Miller,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Pune Warriors,Punjab Kings,Fielding,Punjab Kings,Home Win,wickets,7,Dominating Win,186,20,No,Normal
30,2013,Season 6,Chennai,22-04-2013,League,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Bating,Chennai Super Kings,Home Win,wickets,5,Moderate Win,186,20,No,Normal
31,2013,Season 6,Bengaluru,23-04-2013,League,CH Gayle,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Pune Warriors,Pune Warriors,Fielding,Royal Challengers Bengaluru,Home Win,Runs,130,Dominating Win,264,20,No,Normal
32,2013,Season 6,Delhi,23-04-2013,League,Harmeet Singh,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Punjab Kings,Punjab Kings,Fielding,Punjab Kings,Away Win,wickets,5,Moderate Win,121,20,No,Normal
33,2013,Season 6,Kolkata,24-04-2013,League,DR Smith,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Bating,Mumbai Indians,Away Win,wickets,5,Moderate Win,160,20,No,Normal
34,2013,Season 6,Chennai,25-04-2013,League,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Bating,Chennai Super Kings,Home Win,wickets,5,Moderate Win,160,20,No,Normal
35,2013,Season 6,Kolkata,26-04-2013,League,JH Kallis,Eden Gardens,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Bating,Kolkata Knight Riders,Home Win,wickets,6,Moderate Win,150,20,No,Normal
36,2013,Season 6,Jaipur,27-04-2013,League,JP Faulkner,Sawai Mansingh Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Bating,Rajasthan Royals,Home Win,wickets,8,Dominating Win,145,20,No,Normal
37,2013,Season 6,Mumbai,27-04-2013,League,DR Smith,Wankhede Stadium,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Bating,Mumbai Indians,Home Win,Runs,58,Dominating Win,195,20,No,Normal
38,2013,Season 6,Chennai,28-04-2013,League,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Chennai Super Kings,Home Win,Runs,14,Moderate Win,201,20,No,Normal
39,2013,Season 6,Raipur,28-04-2013,League,DA Warner,Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,Pune Warriors,Pune Warriors,Fielding,Delhi Capitals,Home Win,Runs,15,Moderate Win,165,20,No,Normal
40,2013,Season 6,Jaipur,29-04-2013,League,SV Samson,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Fielding,Rajasthan Royals,Home Win,wickets,4,Moderate Win,172,20,No,Normal
41,2013,Season 6,Mumbai,29-04-2013,League,RG Sharma,Wankhede Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,Bating,Mumbai Indians,Home Win,Runs,4,Close Match,175,20,No,Normal
42,2013,Season 6,Pune,30-04-2013,League,MS Dhoni,Subrata Roy Sahara Stadium,Pune Warriors,Chennai Super Kings,Chennai Super Kings,Bating,Chennai Super Kings,Away Win,Runs,37,Moderate Win,165,20,No,Normal
43,2013,Season 6,Hyderabad,01-05-2013,League,I Sharma,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Bating,Sunrisers Hyderabad,Home Win,wickets,7,Dominating Win,130,20,No,Normal
44,2013,Season 6,Raipur,01-05-2013,League,DA Warner,Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Bating,Delhi Capitals,Home Win,wickets,7,Dominating Win,137,20,No,Normal
45,2013,Season 6,Chennai,02-05-2013,League,SK Raina,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Punjab Kings,Chennai Super Kings,Bating,Chennai Super Kings,Home Win,Runs,15,Moderate Win,187,20,No,Normal
46,2013,Season 6,Pune,02-05-2013,League,AB de Villiers,Subrata Roy Sahara Stadium,Pune Warriors,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Bating,Royal Challengers Bengaluru,Away Win,Runs,17,Moderate Win,188,20,No,Normal
47,2013,Season 6,Kolkata,03-05-2013,League,YK Pathan,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Bating,Kolkata Knight Riders,Home Win,wickets,8,Dominating Win,133,20,No,Normal
48,2013,Season 6,Hyderabad,04-05-2013,League,DJG Sammy,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Bating,Sunrisers Hyderabad,Home Win,wickets,6,Moderate Win,81,20,No,Normal
49,2013,Season 6,Mumbai,05-05-2013,League,MG Johnson,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Bating,Mumbai Indians,Home Win,Runs,60,Dominating Win,140,20,No,Normal
50,2013,Season 6,Jaipur,05-05-2013,League,AM Rahane,Sawai Mansingh Stadium,Rajasthan Royals,Pune Warriors,Pune Warriors,Bating,Rajasthan Royals,Home Win,wickets,5,Moderate Win,179,20,No,Normal
51,2013,Season 6,Chandigarh,06-05-2013,League,DA Miller,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Fielding,Punjab Kings,Home Win,wickets,6,Moderate Win,191,20,No,Normal
52,2013,Season 6,Jaipur,07-05-2013,League,AM Rahane,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Bating,Rajasthan Royals,Home Win,wickets,9,Dominating Win,155,20,No,Normal
53,2013,Season 6,Mumbai,07-05-2013,League,SR Tendulkar,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Bating,Mumbai Indians,Home Win,Runs,65,Dominating Win,171,20,No,Normal
54,2013,Season 6,Hyderabad,08-05-2013,League,SK Raina,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Fielding,Chennai Super Kings,Away Win,Runs,77,Dominating Win,224,20,No,Normal
55,2013,Season 6,Chandigarh,09-05-2013,League,KK Cooper,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,8,Dominating Win,146,20,No,Normal
56,2013,Season 6,Pune,09-05-2013,League,G Gambhir,Subrata Roy Sahara Stadium,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,Bating,Kolkata Knight Riders,Away Win,Runs,46,Moderate Win,153,20,No,Normal
57,2013,Season 6,Delhi,10-05-2013,League,JD Unadkat,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,Fielding,Royal Challengers Bengaluru,Away Win,Runs,4,Close Match,184,20,No,Normal
58,2013,Season 6,Pune,11-05-2013,League,MG Johnson,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Pune Warriors,Bating,Mumbai Indians,Away Win,wickets,5,Moderate Win,113,20,No,Normal
59,2013,Season 6,Chandigarh,11-05-2013,League,PA Patel,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Fielding,Sunrisers Hyderabad,Away Win,Runs,30,Moderate Win,151,20,No,Normal
60,2013,Season 6,Ranchi,12-05-2013,League,JH Kallis,JSCA International Stadium Complex,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Home Win,wickets,5,Moderate Win,116,20,No,Normal
61,2013,Season 6,Jaipur,12-05-2013,League,SR Watson,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Fielding,Rajasthan Royals,Home Win,wickets,5,Moderate Win,142,20,No,Normal
62,2013,Season 6,Mumbai,13-05-2013,League,KA Pollard,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Bating,Mumbai Indians,Home Win,wickets,7,Dominating Win,179,20,No,Normal
63,2013,Season 6,Bengaluru,14-05-2013,League,AC Gilchrist,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,Fielding,Punjab Kings,Away Win,wickets,7,Dominating Win,175,20,No,Normal
64,2013,Season 6,Chennai,14-05-2013,League,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bating,Chennai Super Kings,Home Win,Runs,33,Moderate Win,169,20,No,Normal
65,2013,Season 6,Ranchi,15-05-2013,League,MK Pandey,JSCA International Stadium Complex,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,Fielding,Pune Warriors,Away Win,Runs,7,Close Match,171,20,No,Normal
66,2013,Season 6,Mumbai,15-05-2013,League,AP Tare,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Fielding,Mumbai Indians,Home Win,Runs,14,Moderate Win,167,20,No,Normal
67,2013,Season 6,Dharamsala,16-05-2013,League,DA Miller,Himachal Pradesh Cricket Association Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,Fielding,Punjab Kings,Home Win,Runs,7,Close Match,172,20,No,Normal
68,2013,Season 6,Hyderabad,17-05-2013,League,A Mishra,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Bating,Sunrisers Hyderabad,Home Win,Runs,23,Moderate Win,137,20,No,Normal
69,2013,Season 6,Dharamsala,18-05-2013,League,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,Fielding,Punjab Kings,Home Win,Runs,50,Moderate Win,184,20,No,Normal
70,2013,Season 6,Bengaluru,18-05-2013,League,V Kohli,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Fielding,Royal Challengers Bengaluru,Home Win,Runs,24,Moderate Win,107,8,No,Normal
71,2013,Season 6,Pune,19-05-2013,League,LJ Wright,Subrata Roy Sahara Stadium,Pune Warriors,Delhi Capitals,Pune Warriors,Bating,Pune Warriors,Home Win,Runs,38,Moderate Win,173,20,No,Normal
72,2013,Season 6,Hyderabad,19-05-2013,League,PA Patel,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Bating,Sunrisers Hyderabad,Home Win,wickets,5,Moderate Win,131,20,No,Normal
73,2013,Season 6,Delhi,21-05-2013,Playoffs,MEK Hussey,"Arun Jaitley Stadium, Delhi ",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bating,Chennai Super Kings,Home Win,Runs,48,Moderate Win,193,20,No,Normal
74,2013,Season 6,Delhi,22-05-2013,Playoffs,BJ Hodge,"Arun Jaitley Stadium, Delhi ",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Bating,Rajasthan Royals,Home Win,wickets,4,Moderate Win,133,20,No,Normal
75,2013,Season 6,Kolkata,24-05-2013,Playoffs,Harbhajan Singh,Eden Gardens,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Bating,Mumbai Indians,Home Win,wickets,4,Moderate Win,166,20,No,Normal
76,2013,Season 6,Kolkata,26-05-2013,Final,KA Pollard,Eden Gardens,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Bating,Mumbai Indians,Away Win,Runs,23,Moderate Win,149,20,No,Normal
1,2014,Season 7,Abu Dhabi,16-04-2014,League,JH Kallis,Sheikh Zayed Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Bating,Kolkata Knight Riders,Away Win,Runs,41,Moderate Win,164,20,No,Normal
2,2014,Season 7,Sharjah,17-04-2014,League,YS Chahal,Sharjah Cricket Stadium,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Away Win,wickets,8,Dominating Win,146,20,No,Normal
3,2014,Season 7,Abu Dhabi,18-04-2014,League,GJ Maxwell,Sheikh Zayed Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Bating,Punjab Kings,Away Win,wickets,6,Moderate Win,206,20,No,Normal
4,2014,Season 7,Abu Dhabi,18-04-2014,League,AM Rahane,Sheikh Zayed Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,4,Moderate Win,134,20,No,Normal
5,2014,Season 7,Dubai,19-04-2014,League,PA Patel,Dubai International Cricket Stadium,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Home Win,wickets,7,Dominating Win,116,20,No,Normal
6,2014,Season 7,Dubai,19-04-2014,League,JP Duminy,Dubai International Cricket Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Bating,Delhi Capitals,Away Win,wickets,4,Moderate Win,167,20,No,Normal
7,2014,Season 7,Sharjah,20-04-2014,League,GJ Maxwell,Sharjah Cricket Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,Fielding,Punjab Kings,Away Win,wickets,7,Dominating Win,192,20,No,Normal
8,2014,Season 7,Abu Dhabi,21-04-2014,League,SK Raina,Sheikh Zayed Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bating,Chennai Super Kings,Home Win,Runs,93,Dominating Win,178,20,No,Normal
9,2014,Season 7,Sharjah,22-04-2014,League,GJ Maxwell,Sharjah Cricket Stadium,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Fielding,Punjab Kings,Home Win,Runs,72,Dominating Win,194,20,No,Normal
10,2014,Season 7,Dubai,23-04-2014,League,RA Jadeja,Dubai International Cricket Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Fielding,Chennai Super Kings,Away Win,Runs,7,Close Match,141,20,No,Normal
11,2014,Season 7,Sharjah,24-04-2014,League,CA Lynn,Sharjah Cricket Stadium,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Fielding,Kolkata Knight Riders,Away Win,Runs,2,Close Match,151,20,No,Normal
12,2014,Season 7,Dubai,25-04-2014,League,AJ Finch,Dubai International Cricket Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Bating,Sunrisers Hyderabad,Home Win,Runs,4,Close Match,185,20,No,Normal
13,2014,Season 7,Dubai,25-04-2014,League,MM Sharma,Dubai International Cricket Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Bating,Chennai Super Kings,Home Win,wickets,7,Dominating Win,142,20,No,Normal
14,2014,Season 7,Abu Dhabi,26-04-2014,League,PV Tambe,Sheikh Zayed Stadium,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Fielding,Rajasthan Royals,Home Win,wickets,6,Moderate Win,71,20,No,Normal
15,2014,Season 7,Abu Dhabi,26-04-2014,League,Sandeep Sharma,Sheikh Zayed Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Fielding,Punjab Kings,Away Win,Runs,23,Moderate Win,133,20,No,Normal
16,2014,Season 7,Sharjah,27-04-2014,League,M Vijay,Sharjah Cricket Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,Bating,Delhi Capitals,Home Win,wickets,6,Moderate Win,126,20,No,Normal
17,2014,Season 7,Sharjah,27-04-2014,League,DR Smith,Sharjah Cricket Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Bating,Chennai Super Kings,Away Win,wickets,5,Moderate Win,146,20,No,Normal
18,2014,Season 7,Dubai,28-04-2014,League,Sandeep Sharma,Dubai International Cricket Stadium,Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Fielding,Punjab Kings,Home Win,wickets,5,Moderate Win,125,20,No,Normal
19,2014,Season 7,Abu Dhabi,29-04-2014,League,JP Faulkner,Sheikh Zayed Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Bating,Rajasthan Royals,Away Win,Tie,0,Other,153,20,Yes,Normal
20,2014,Season 7,Dubai,30-04-2014,League,B Kumar,Dubai International Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Fielding,Sunrisers Hyderabad,Away Win,Runs,15,Moderate Win,173,20,No,Normal
21,2014,Season 7,Ranchi,02-05-2014,League,RA Jadeja,JSCA International Stadium Complex,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bating,Chennai Super Kings,Home Win,Runs,34,Moderate Win,149,17,No,Normal
22,2014,Season 7,Mumbai,03-05-2014,League,CJ Anderson,Wankhede Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,Bating,Mumbai Indians,Home Win,wickets,5,Moderate Win,169,20,No,Normal
23,2014,Season 7,Delhi,03-05-2014,League,KK Nair,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Fielding,Rajasthan Royals,Away Win,wickets,7,Dominating Win,153,20,No,Normal
24,2014,Season 7,Bengaluru,04-05-2014,League,AB de Villiers,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,Fielding,Royal Challengers Bengaluru,Home Win,wickets,4,Moderate Win,156,20,No,Normal
25,2014,Season 7,Ahmedabad,05-05-2014,League,PV Tambe,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Rajasthan Royals,Home Win,Runs,10,Close Match,171,20,No,Normal
26,2014,Season 7,Delhi,05-05-2014,League,DR Smith,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,8,Dominating Win,179,20,No,Normal
27,2014,Season 7,Mumbai,06-05-2014,League,RG Sharma,Wankhede Stadium,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Fielding,Mumbai Indians,Home Win,Runs,19,Moderate Win,188,20,No,Normal
28,2014,Season 7,Delhi,07-05-2014,League,G Gambhir,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Bating,Kolkata Knight Riders,Away Win,wickets,8,Dominating Win,161,20,No,Normal
29,2014,Season 7,Cuttack,07-05-2014,League,GJ Maxwell,Barabati Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Fielding,Punjab Kings,Home Win,Runs,44,Moderate Win,232,20,No,Normal
30,2014,Season 7,Ahmedabad,08-05-2014,League,B Kumar,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Fielding,Sunrisers Hyderabad,Away Win,Runs,32,Moderate Win,135,20,No,Normal
31,2014,Season 7,Bengaluru,09-05-2014,League,Sandeep Sharma,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,Fielding,Punjab Kings,Away Win,Runs,32,Moderate Win,199,20,No,Normal
32,2014,Season 7,Delhi,10-05-2014,League,DW Steyn,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Fielding,Sunrisers Hyderabad,Away Win,wickets,8,Dominating Win,43,5,No,D/L
33,2014,Season 7,Mumbai,10-05-2014,League,DR Smith,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Fielding,Chennai Super Kings,Away Win,wickets,4,Moderate Win,158,20,No,Normal
34,2014,Season 7,Cuttack,11-05-2014,League,G Gambhir,Barabati Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Away Win,wickets,9,Dominating Win,150,20,No,Normal
35,2014,Season 7,Bengaluru,11-05-2014,League,JP Faulkner,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,Bating,Rajasthan Royals,Away Win,wickets,5,Moderate Win,191,20,No,Normal
36,2014,Season 7,Hyderabad,12-05-2014,League,AT Rayudu,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Bating,Mumbai Indians,Away Win,wickets,7,Dominating Win,158,20,No,Normal
37,2014,Season 7,Ranchi,13-05-2014,League,RA Jadeja,JSCA International Stadium Complex,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Bating,Chennai Super Kings,Home Win,wickets,5,Moderate Win,149,20,No,Normal
38,2014,Season 7,Bengaluru,13-05-2014,League,Yuvraj Singh,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,Fielding,Royal Challengers Bengaluru,Home Win,Runs,16,Moderate Win,187,20,No,Normal
39,2014,Season 7,Hyderabad,14-05-2014,League,WP Saha,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Fielding,Punjab Kings,Away Win,wickets,6,Moderate Win,206,20,No,Normal
40,2014,Season 7,Cuttack,14-05-2014,League,RV Uthappa,Barabati Stadium,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Home Win,wickets,6,Moderate Win,142,20,No,Normal
41,2014,Season 7,Ahmedabad,15-05-2014,League,AM Rahane,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Delhi Capitals,Delhi Capitals,Fielding,Rajasthan Royals,Home Win,Runs,62,Dominating Win,202,20,No,Normal
42,2014,Season 7,Ranchi,18-05-2014,League,AB de Villiers,JSCA International Stadium Complex,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Bating,Royal Challengers Bengaluru,Away Win,wickets,5,Moderate Win,139,20,No,Normal
43,2014,Season 7,Hyderabad,18-05-2014,League,UT Yadav,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bating,Kolkata Knight Riders,Away Win,wickets,7,Dominating Win,143,20,No,Normal
44,2014,Season 7,Ahmedabad,19-05-2014,League,MEK Hussey,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Mumbai Indians,Mumbai Indians,Bating,Mumbai Indians,Away Win,Runs,25,Moderate Win,179,20,No,Normal
45,2014,Season 7,Delhi,19-05-2014,League,AR Patel,"Arun Jaitley Stadium, Delhi ",Delhi Capitals,Punjab Kings,Punjab Kings,Fielding,Punjab Kings,Away Win,wickets,4,Moderate Win,165,20,No,Normal
46,2014,Season 7,Hyderabad,20-05-2014,League,DA Warner,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Bating,Sunrisers Hyderabad,Home Win,wickets,7,Dominating Win,161,20,No,Normal
47,2014,Season 7,Kolkata,20-05-2014,League,RV Uthappa,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Fielding,Kolkata Knight Riders,Home Win,wickets,8,Dominating Win,155,20,No,Normal
